Date,b&h,without_pca,with_pca,with_pca_and_dwt
2017-05-01,157857.17023172858,59206.249785301196,60324.70026000388,56402.911272191246
2017-05-02,155946.4504566807,60020.350234202924,61443.623708037754,57547.85619576079
2017-05-03,156694.5533301031,59701.606013814766,61005.53233663668,57099.576652931784
2017-05-04,156745.1045738388,59680.067643429335,60975.92937094712,57069.28524617967
2017-05-05,156603.57034702317,59740.37113695584,61058.81225474381,57154.095638901876
2017-05-08,157483.10336894362,59365.628468083116,60543.75497926122,56627.060287245265
2017-05-09,158655.8243488867,58865.9671945276,59857.005922913224,55924.34032261011
2017-05-10,159454.4784660448,58525.68460375401,59389.31158582259,55445.76937302899
2017-05-11,159909.42423359212,58331.845842872965,59122.89392817329,55173.15595589948
2017-05-12,157958.25729312617,59163.17961711817,60265.50336218155,56342.337702326535
2017-05-15,158686.15200991335,58853.045486813906,59839.24595021085,55906.16732728675
2017-05-16,159100.6506120426,58676.440051276346,59596.514278535935,55657.79073301474
2017-05-17,160040.83895601632,58275.85396697626,59045.937057648596,55094.40939071142
2017-05-18,157847.0507273372,59210.56140293098,60330.62627327587,56408.97509972537
2017-05-19,157452.77570791697,59378.55017579681,60561.514951963596,56645.23328256863
2017-05-22,158059.35978059753,59120.1028763473,60206.29743080241,56281.754888822295
2017-05-23,157715.63600491296,59266.5532788277,60407.58314380058,56487.72166491345
2017-05-24,156573.24268599652,59753.29284466952,61076.572227446195,57172.26863422524
2017-05-25,156745.1045738388,59680.067643429335,60975.92937094712,57069.28524617967
2017-05-26,158221.11759012216,59051.18272014907,60111.57155401853,56184.82608467135
2017-05-30,156644.00208636746,59723.14438420019,61035.13530232624,57129.8680596839
2017-05-31,156511.82855914067,59779.45956408865,61112.53653130535,57209.06931724391
2017-06-01,156135.6000216523,59939.75927169556,61332.85713399796,57434.51365488286
2017-06-02,157803.160208906,59229.26183782677,60356.32869749337,56435.27525473863
2017-06-05,158006.5336952105,59142.61048860365,60237.23255084423,56313.409430260435
2017-06-06,157437.109654864,59385.225011630646,60570.68904139732,56654.62072291942
2017-06-07,156837.19820983429,59640.82930435732,60921.99905103535,57014.10073278159
2017-06-08,157609.9802212666,59311.57004267702,60469.45549959348,56551.03291270153
2017-06-09,156125.4375534245,59944.089194928805,61338.808307026295,57440.60322728395
2017-06-12,155576.36947997092,60178.03065034969,61062.3739468777,57769.61678102657
2017-06-13,154783.24701686442,60515.95636906627,60751.45142486222,58244.87304296586
2017-06-14,156623.6777705207,59731.80396624385,61472.94324755042,57142.046832603744
2017-06-15,159440.21747625776,58531.760784227474,60307.41174866862,55454.314868854686
2017-06-16,159450.39545970416,58527.42425042443,60303.42174153934,55448.215999396525
2017-06-19,159318.20579664997,58583.746305305496,60355.24317559658,55527.426925895925
2017-06-20,161524.67158912955,57643.63733924903,59490.25707212453,54205.26454441011
2017-06-21,160365.51408719976,58137.51962119966,59944.67387492386,54899.8569774731
2017-06-22,159267.36242507386,58605.40914261127,60375.1749642592,55557.89338201546
2017-06-23,158138.707843046,59086.295044292405,60817.63391032654,56234.20780081815
2017-06-26,153898.6313092708,60892.86461802154,62479.84290168005,58774.95405062898
2017-06-27,154010.4805206508,60845.20902017674,62462.804473641925,58758.93711108234
2017-06-28,154844.26837188698,60489.95699795744,62801.023864658935,59076.87956019186
2017-06-29,155850.89575908837,60822.2365716222,63209.3542347591,59460.72969227643
2017-06-30,154762.9220804089,61185.85486639634,63587.480990172604,59045.860351768315
2017-07-03,156023.7508102723,60694.033542782316,63076.03587309767,58506.08022647295
2017-07-05,156644.00270697623,60452.08703443769,62824.43563873431,58269.56393901386
2017-07-06,155301.82768563478,60975.63974217886,63368.87823007612,58781.36608722967
2017-07-07,154651.0728690289,61229.484763053326,63632.85173058648,59029.51383830895
2017-07-10,154834.09038844056,61158.093687874265,63558.61213370452,58959.72505658777
2017-07-11,153766.4416462166,61574.55978284682,63991.69532972336,59366.844032221794
2017-07-12,153176.7081846333,61804.60172651893,64230.916004315055,59591.722939751635
2017-07-13,155200.14094248254,62557.81667905686,63410.12664631589,58820.14157683635
2017-07-14,155911.90159889226,62844.45958932303,63121.40661351156,58548.73089851669
2017-07-17,155495.02318849284,62949.57544661023,63290.51001539537,58707.69620676238
2017-07-18,156521.99102736844,62535.99112239379,62873.928703322286,58316.08979349465
2017-07-19,154773.0845486367,63240.31727238888,63583.3586659985,58982.98798382816
2017-07-20,155922.07958233872,62777.58970045051,63117.27799571276,58544.84979977058
2017-07-21,149546.70556411555,65345.10413969602,65703.39761205425,60975.92627364555
2017-07-24,149160.31455839938,65500.71296884631,65860.13404141576,61123.26603458012
2017-07-25,147055.5355090721,66348.35744980107,66713.9208736818,61925.866605918935
2017-07-26,149485.69972431168,65369.67263938358,65728.14414434823,60999.18920088594
